id,country,age,gender,EDUCATION_LEVEL,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,wtpVal_PPP,taxesExtra_PPP,ticketExtra_PPP,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2,WTP_BD1_PPP,WTP_BD2_PPP,geq_taxes_BD1_PPP,geq_taxes_BD2_PPP,geq_ticket_BD1_PPP,geq_ticket_BD2_PPP
784,Italy,51,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,Italy,34,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,Italy,64,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,DK,NA,NA,NA,5,NA,NA,10,NA,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA,10,20
831,Italy,61,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,DK,NA,Yes,No,NA,DK,60,5,60,100,10,100,1,Yes,1,DK,0,DK,1,NA,NA,60,120,5,10,60,30,100,200,10,20,100,50
838,Italy,30,Femmina,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,No,NA,NA,NA,No,NA,NA,NA,115,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
841,Italy,62,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,DK,NA,DK,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
845,Italy,28,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,Italy,66,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,Italy,21,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,No,NA,NA,575,5,NA,1000,10,NA,NA,0,No,1,No,NA,0,0,NA,NA,575,287.5,5,10,NA,NA,1000,500,10,20
856,Italy,31,Maschio,Secondary completed,Vaccines are only available for private purchase,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,Italy,60,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,2885,5,NA,5000,10,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,2885,1442.5,5,10,NA,NA,5000,2500,10,20
864,Italy,30,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,Italy,35,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,Italy,61,Femmina,Less than primary completed,Do not know,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,Italy,69,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,Italy,19,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,Italy,62,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,Italy,26,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,Italy,55,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,Italy,51,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA,NA,NA,10,5,NA,NA
905,Italy,63,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,30,5,10,50,10,20,1,No,1,Yes,1,Yes,0,1,1,30,60,5,10,10,20,50,100,10,20,20,40
910,Italy,70,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,Yes,No,NA,NA,NA,No,NA,NA,NA,115,NA,NA,200,NA,NA,0,Yes,NA,NA,NA,NA,1,NA,NA,115,57.5,NA,NA,NA,NA,200,100,NA,NA,NA,NA
911,Italy,62,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,60,30,NA,NA,NA,NA,100,50,NA,NA
915,Italy,33,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,No,NA,No,30,5,60,50,10,100,1,No,1,Yes,0,No,0,1,0,30,60,5,10,60,30,50,100,10,20,100,50
916,Italy,52,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,No,NA,NA,NA,10,NA,NA,20,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,10,20,NA,NA,NA,NA,20,40
926,Italy,59,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,Italy,29,Maschio,Secondary completed,Vaccines are only available for private purchase,Yes,No,NA,No,Yes,No,NA,Yes,No,NA,NA,NA,115,30,NA,200,50,NA,0,No,0,Yes,NA,NA,0,1,NA,115,57.5,30,15,NA,NA,200,100,50,25,NA,NA
936,Italy,38,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,Italy,35,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,60,5,NA,100,10,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,60,30,5,10,NA,NA,100,50,10,20
967,Italy,36,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,No,NA,NA,NA,575,2885,NA,1000,5000,NA,0,No,0,No,NA,NA,0,0,NA,575,287.5,2885,1442.5,NA,NA,1000,500,5000,2500,NA,NA
969,Italy,35,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,Italy,37,Femmina,Secondary completed,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,No,NA,NA,NA,30,NA,NA,50,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,30,60,NA,NA,NA,NA,50,100
972,Italy,57,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,DK,NA,NA,No,NA,NA,NA,115,5,NA,200,10,NA,0,No,NA,NA,NA,NA,0,NA,NA,115,57.5,5,NA,NA,NA,200,100,10,NA,NA,NA
973,Italy,55,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,115,290,115,200,500,200,1,Yes,1,No,1,No,1,0,0,115,230,290,580,115,230,200,400,500,1000,200,400
977,Italy,37,Femmina,Primary completed,Vaccines are only available for private purchase,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,Italy,50,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,DK,NA,Yes,No,NA,DK,NA,5,60,NA,10,100,NA,NA,1,DK,0,DK,NA,NA,NA,NA,NA,5,10,60,30,NA,NA,10,20,100,50
982,Italy,67,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,NA,60,30,NA,100,50,NA,NA,1,No,1,Yes,NA,0,1,NA,NA,60,120,30,60,NA,NA,100,200,50,100
995,Italy,63,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,2885,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2885,1442.5,NA,NA,NA,NA,5000,2500,NA,NA
996,Italy,70,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,DK,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,100,NA
997,Italy,67,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,No,NA,DK,DK,NA,NA,NA,230,575,NA,400,1000,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,230,NA,575,287.5,NA,NA,400,NA,1000,500,NA,NA
998,Italy,22,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,DK,NA,NA,Yes,No,NA,No,30,60,115,50,100,200,NA,NA,NA,NA,0,No,NA,NA,0,30,NA,60,NA,115,57.5,50,NA,100,NA,200,100
1002,Italy,68,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,Italy,31,Maschio,Secondary completed,Vaccines are only available for private purchase,Yes,Yes,Yes,NA,Yes,No,NA,Yes,Yes,No,NA,No,230,60,60,400,100,100,1,Yes,0,Yes,0,No,1,1,0,230,460,60,30,60,30,400,800,100,50,100,50
1007,Italy,60,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,Italy,39,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,Italy,69,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,No,NA,No,NA,NA,115,NA,NA,200,NA,NA,NA,NA,0,No,NA,NA,0,NA,NA,NA,NA,115,57.5,NA,NA,NA,NA,200,100
1015,Italy,70,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,DK,NA,NA,NA,575,115,NA,1000,200,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,575,287.5,115,NA,NA,NA,1000,500,200,NA
1017,Italy,23,Femmina,Unknown/missing,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,Italy,33,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,60,5,NA,100,10,NA,NA,1,Yes,1,Yes,NA,1,1,NA,NA,60,120,5,10,NA,NA,100,200,10,20
1025,Italy,67,Maschio,Secondary completed,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,No,NA,No,NA,NA,60,NA,NA,100,NA,NA,NA,NA,0,No,NA,NA,0,NA,NA,NA,NA,60,30,NA,NA,NA,NA,100,50
1037,Italy,25,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,60,30,60,100,50,100,1,No,1,No,1,Yes,0,0,1,60,120,30,60,60,120,100,200,50,100,100,200
1039,Italy,20,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2885,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2885,1442.5,NA,NA,NA,NA,5000,2500,NA,NA
1040,Italy,22,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,Italy,28,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,Italy,30,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,60,NA,NA,100,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,60,30,NA,NA,NA,NA,100,50,NA,NA,NA,NA
1043,Italy,23,Maschio,Secondary completed,Vaccines are only available for private purchase,Do not know,NA,NA,NA,No,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,Italy,20,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1047,Italy,28,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,DK,NA,NA,NA,Yes,No,NA,Yes,60,NA,60,100,NA,100,1,Yes,NA,NA,0,Yes,1,NA,1,60,120,NA,NA,60,30,100,200,NA,NA,100,50
1048,Italy,30,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,NA,NA,NA,No,NA,NA,NA,115,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
1050,Italy,61,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,NA,NA,NA,No,NA,NA,NA,30,NA,NA,50,NA,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA,NA,NA
1051,Italy,26,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,60,30,NA,NA,NA,NA,100,50,NA,NA
1052,Italy,29,Femmina,Less than primary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,Italy,19,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,Italy,20,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,Italy,20,Femmina,Unknown/missing,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,Italy,19,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,575,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,575,287.5,NA,NA,NA,NA,1000,500,NA,NA
1058,Italy,23,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA
1059,Italy,25,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,Italy,34,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,Italy,66,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,Italy,22,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,30,NA,NA,50,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,NA,NA,30,60,NA,NA,NA,NA,50,100
1063,Italy,27,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,10,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10,NA,NA,NA,NA,10,20
1064,Italy,65,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,Italy,19,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA,NA,NA,10,5,NA,NA
1066,Italy,63,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,Italy,65,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,Italy,27,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,Italy,26,Femmina,Unknown/missing,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,Italy,27,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,10,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10,NA,NA,NA,NA,10,20
1073,Italy,18,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,60,5,NA,100,10,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,60,NA,5,10,NA,NA,100,NA,10,20
1074,Italy,74,Femmina,Primary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,575,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,575,287.5,NA,NA,NA,NA,1000,500,NA,NA
1075,Italy,25,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,NA,30,60,NA,50,100,NA,NA,1,No,1,No,NA,0,0,NA,NA,30,60,60,120,NA,NA,50,100,100,200
1076,Italy,35,Femmina,Unknown/missing,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,575,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,1000,NA,NA,NA
1078,Italy,29,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,Italy,68,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA,NA,NA,10,20,NA,NA
1080,Italy,66,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,60,30,NA,NA,NA,NA,100,50,NA,NA
1081,Italy,25,Femmina,Secondary completed,Vaccines are only available for private purchase,Yes,Yes,No,NA,Yes,No,NA,Yes,Yes,Yes,No,NA,575,30,30,1000,50,50,1,No,0,Yes,1,No,0,1,0,575,1150,30,15,30,60,1000,2000,50,25,50,100
1082,Italy,20,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,No,Yes,No,NA,No,60,5,30,100,10,50,1,Yes,0,No,0,No,1,0,0,60,120,5,2.5,30,15,100,200,10,5,50,25
1083,Italy,67,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,NA,NA,NA,DK,NA,NA,NA,230,NA,NA,400,NA,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,230,460,NA,NA,NA,NA,400,800,NA,NA,NA,NA
1084,Italy,70,Maschio,Secondary completed,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,Italy,19,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,30,2885,5,50,5000,10,1,Yes,0,No,1,Yes,1,0,1,30,60,2885,1442.5,5,10,50,100,5000,2500,10,20
